isin,name,type,listing_date,year,sub_total_x,issue_size_cr,score,quintile,n_flags,allottee_ret,alpha_1y,ret_1y,outcome_class,is_bad,is_winner
INE0DUT01020,Innova Captab Ltd.,MB,2023-12-29,2023,55.3,570.0,55.0,5,0,0.9364,0.901,1.4131,winner,False,True
INE02IJ01035,Azad Engineering Ltd.,MB,2023-12-28,2023,83.0,740.0,65.5,5,0,3.2132,1.3876,2.2078,multibagger,False,True
INE330T01021,Happy Forgings Ltd.,MB,2023-12-27,2023,82.6,1009.0,66.6,5,0,0.6329,-0.1317,0.1704,winner,False,True
INE220Q01020,Credo Brands Marketing Ltd.,MB,2023-12-27,2023,51.9,550.0,50.0,5,0,-0.6798,-0.5372,-0.3761,loser,True,False
INE046W01019,Muthoot Microfin Ltd.,MB,2023-12-26,2023,12.3,960.0,61.8,5,0,-0.375,-0.4257,-0.3773,loser,True,False
INE616N01034,Inox India Ltd.,MB,2023-12-21,2023,61.3,1459.0,74.1,5,0,1.3921,0.0525,0.6552,multibagger,False,True
INE922K01024,India Shelter Finance Corp.Ltd.,MB,2023-12-20,2023,38.6,1200.0,60.7,5,0,0.5349,0.1602,0.4282,winner,False,True
INE321T01012,DOMS Industries Ltd.,MB,2023-12-20,2023,99.3,1200.0,63.8,5,0,1.6495,1.0773,2.7092,multibagger,False,True
INE00Y201027,Flair Writing Industries Ltd.,MB,2023-12-01,2023,49.3,593.0,61.4,5,0,-0.061,-0.566,-0.0735,flat,True,False
INE0QD201012,Trident Techlabs Ltd.,SME,2023-12-29,2023,763.3,16.0,68.6,5,0,3.7557,12.1546,38.0129,multibagger,False,True
INE0PSJ01011,Sahara Maritime Ltd.,SME,2023-12-26,2023,22.7,7.0,73.0,5,0,-0.7741,-0.3938,-0.2858,loser,True,False
INE0Q2Z01013,Benchmark Computer Solutions Ltd.,SME,2023-12-21,2023,484.5,12.0,58.9,5,0,-0.3609,-0.4873,-0.2727,loser,True,False
INE0P1P01017,Marinetrans India Ltd.,SME,2023-12-08,2023,33.0,11.0,58.8,5,0,-0.3885,-0.4978,-0.1904,loser,True,False
INE518X01015,Net Avenue Technologies Ltd.,SME,2023-12-08,2023,511.2,10.0,58.9,5,0,-0.7778,-0.8272,-0.225,loser,True,False
INE0RDM01013,Deepak Chemtex Ltd.,SME,2023-12-06,2023,403.0,23.0,59.3,5,0,0.075,-0.3925,0.5713,flat,False,False
INE0G5901015,EPACK Durable Ltd.,MB,2024-01-30,2024,16.8,640.0,59.7,5,0,-0.0204,1.1475,1.0072,flat,True,False
INE456Z01021,Medi Assist Healthcare Services Ltd.,MB,2024-01-23,2024,16.3,1172.0,62.0,5,0,-0.1453,0.1536,0.381,flat,True,False
INE0RCG01017,Kay Cee Energy & Infra Ltd.,SME,2024-01-05,2024,1052.5,16.0,59.6,5,0,0.7296,0.3753,5.5657,winner,False,True
INE0RNZ01014,Shri Balaji Valve Components Ltd.,SME,2024-01-03,2024,276.4,22.0,55.4,5,0,0.08,-0.3377,0.569,flat,False,False
INE0R3501012,HRH Next Services Ltd.,SME,2024-01-03,2024,66.3,10.0,60.4,5,0,-0.1667,1.2034,1.7833,flat,True,False
INE0QFT01015,AIK Pipes & Polymers Ltd.,SME,2024-01-02,2024,43.6,15.0,62.0,5,0,-0.7387,-0.0487,0.2354,loser,True,False
INE0QIS01011,Shree Marutinandan Tubes Ltd.,SME,2024-01-19,2024,47.2,14.0,56.4,5,0,-0.5217,-0.2679,0.1825,loser,True,False
INE0P0001010,Australian Premium Solar (India) Ltd.,SME,2024-01-18,2024,464.2,28.0,69.8,5,0,4.8907,2.1998,7.9315,multibagger,False,True
INE486R01017,GPT Healthcare Ltd.,MB,2024-02-29,2024,8.5,525.0,55.4,5,0,-0.1955,-0.354,-0.296,flat,True,False
INE0J1F01024,Rashi Peripherals Ltd.,MB,2024-02-14,2024,63.0,600.0,50.4,5,0,0.7564,-0.1323,-0.0466,winner,False,True
INE953L01027,Jana Small Finance Bank Ltd.,MB,2024-02-14,2024,19.9,570.0,63.0,5,0,0.1535,0.0385,-0.028,flat,False,False
INE646H01017,Capital Small Finance Bank Ltd.,MB,2024-02-14,2024,0.0,523.0,52.8,5,0,-0.4244,-0.3572,-0.3518,loser,True,False
INE988S01028,Apeejay Surrendra Park Hotels Ltd.,MB,2024-02-12,2024,0.0,920.0,57.6,5,0,-0.2632,-0.2504,0.0728,loser,True,False
INE0NLT01010,BLS E-Services Ltd.,MB,2024-02-06,2024,162.4,309.0,44.6,5,0,0.7013,-0.5824,0.3505,winner,False,True
INE05DH01017,Atmastco Ltd.,SME,2024-02-23,2024,17.6,56.0,59.6,5,0,1.2344,1.5248,2.1656,multibagger,False,True
INE0OPC01015,Interiors & More Ltd.,SME,2024-02-23,2024,11.2,42.0,66.5,5,0,0.4524,0.1025,0.4097,winner,False,True
INE517M01028,Polysil Irrigation Systems Ltd.,SME,2024-02-16,2024,6.9,17.0,58.2,5,0,1.7778,-0.5979,-0.5556,multibagger,False,True
INE0OYK01010,Rudra Gas Enterprise Ltd.,SME,2024-02-15,2024,350.8,14.0,58.2,5,0,0.1917,-0.219,0.6508,flat,False,False
INE0R5Z01015,Mayank Cattle Food Ltd.,SME,2024-02-05,2024,8.8,19.0,65.2,5,0,0.875,1.0426,1.369,winner,False,True
INE0SK801018,DelaPlex Ltd.,SME,2024-02-02,2024,177.8,46.0,70.0,5,0,-0.4797,-0.4488,0.0573,loser,True,False
INE0OGG01015,Docmode Health Technologies Ltd.,SME,2024-02-02,2024,215.2,7.0,60.4,5,0,-0.3867,-0.6449,-0.0171,loser,True,False
INE0QN801017,Krystal Integrated Services Ltd.,MB,2024-03-21,2024,13.5,300.0,52.2,5,0,-0.1842,-0.367,-0.3083,flat,True,False
INE772T01024,Popular Vehicles & Services Ltd.,MB,2024-03-19,2024,1.3,602.0,47.4,5,0,-0.6699,-0.6882,-0.6614,loser,True,False
INE0L9R01028,Gopal Snacks Ltd.,MB,2024-03-14,2024,9.5,650.0,49.1,5,0,-0.2902,-0.2902,-0.3478,loser,True,False
INE0NQ801033,R K SWAMY Ltd.,MB,2024-03-12,2024,25.8,424.0,45.0,5,0,-0.65,-0.2365,-0.2984,loser,True,False
INE0CG401037,Mukka Proteins Ltd.,MB,2024-03-07,2024,137.0,224.0,49.1,5,0,-0.1996,-0.1806,0.2404,flat,True,False
INE777F01014,Exicom Tele-Systems Ltd.,MB,2024-03-05,2024,133.6,429.0,59.0,5,0,-0.0574,-0.3197,0.0764,flat,True,False
INE0QVH01025,KP Green Engineering Ltd.,SME,2024-03-22,2024,29.5,190.0,60.5,5,0,1.5948,0.8383,1.7635,multibagger,False,True
INE0S3X01014,Enfuse Solutions Ltd.,SME,2024-03-22,2024,357.3,22.0,70.1,5,0,0.7708,1.152,1.6562,winner,False,True
INE0R9I01021,Enser Communications Ltd.,SME,2024-03-22,2024,7.3,16.0,70.1,5,0,1.1429,2.0531,2.1143,multibagger,False,True
INE0R9401019,AVP Infracon Ltd.,SME,2024-03-20,2024,21.5,52.0,59.4,5,0,-0.034,0.9441,1.0073,flat,True,False
INE0QA601016,Pratham EPC Projects Ltd.,SME,2024-03-18,2024,178.5,36.0,65.1,5,0,0.6033,0.4615,1.374,winner,False,True
INE510U01018,Pune E-Stock Broking Ltd.,SME,2024-03-15,2024,371.2,38.0,63.2,5,0,2.3765,-0.0326,0.5795,multibagger,False,True
INE0Q6H01012,Sona Machinery Ltd.,SME,2024-03-13,2024,273.5,52.0,53.6,5,0,-0.7601,-0.3561,-0.3923,loser,True,False
INE0OAF01028,JNK India Ltd.,MB,2024-04-30,2024,28.5,649.0,74.5,5,0,0.0152,-0.569,-0.1506,flat,False,False
INE343G01021,Bharti Hexacom Ltd.,MB,2024-04-12,2024,29.9,4275.0,71.3,5,0,1.5974,0.8365,1.6399,multibagger,False,True
INE0STM01017,Aluwind Architectural Ltd.,SME,2024-04-09,2024,8.2,30.0,57.9,5,0,0.1489,0.1113,0.1556,flat,False,False
INE0DEZ01013,K2 Infragen Ltd.,SME,2024-04-08,2024,51.5,41.0,54.2,5,0,-0.5731,-0.568,-0.3794,loser,True,False
INE0TO601017,Yash Optics & Lens Ltd.,SME,2024-04-08,2024,42.2,53.0,59.4,5,0,0.5963,-0.1528,-0.037,winner,False,True
INE0SWN01019,Trust Fintech Ltd.,SME,2024-04-04,2024,108.6,63.0,77.4,5,0,-0.6876,-0.4276,-0.1218,loser,True,False
INE03JT01014,Go Digit General Insurance Ltd.,MB,2024-05-23,2024,9.6,2615.0,63.3,5,0,0.1272,-0.0243,0.1901,flat,False,False
INE673O01025,TBO Tek Ltd.,MB,2024-05-15,2024,86.7,1551.0,64.4,5,0,0.3317,-0.2706,0.312,winner,False,True
INE883F01010,Aadhar Housing Finance Ltd.,MB,2024-05-15,2024,26.8,3000.0,62.9,5,0,0.4862,0.2281,0.4192,winner,False,True
INE065X01017,Indegene Ltd.,MB,2024-05-13,2024,70.3,1842.0,55.8,5,0,0.1571,-0.1105,0.2649,flat,False,False
INE0SQY01018,GSM Foils Ltd.,SME,2024-05-31,2024,257.3,11.0,59.5,5,0,5.4875,3.3658,3.6875,multibagger,False,True
INE0TNW01017,Quest Laboratories Ltd.,SME,2024-05-23,2024,85.3,43.0,61.6,5,0,0.0515,-0.4102,0.0206,flat,False,False
INE0RRU01016,Indian Emulsifiers Ltd.,SME,2024-05-22,2024,460.1,42.0,54.0,5,0,-0.6337,-0.7354,0.2095,loser,True,False
INE0R3T01013,Mandeep Auto Industries Ltd.,SME,2024-05-21,2024,77.2,25.0,53.3,5,0,-0.7045,-0.6836,-0.5925,loser,True,False
INE0QRV01016,ABS Marine Services Ltd.,SME,2024-05-21,2024,144.4,96.0,60.0,5,0,0.748,-0.654,-0.15,winner,False,True
INE0SCB01016,Aztec Fluids & Machinery Ltd.,SME,2024-05-17,2024,218.4,24.0,70.5,5,0,0.2537,0.0358,0.4669,winner,False,True
INE0R4W01015,Piotex Industries Ltd.,SME,2024-05-17,2024,107.4,14.0,57.8,5,0,-0.6223,-0.7725,-0.5851,loser,True,False
INE0S1L01013,Energy-Mission Machineries (India) Ltd.,SME,2024-05-16,2024,,41.0,58.2,5,0,-0.0815,-0.5598,0.5507,flat,True,False
INE0STN01015,Silkflex Polymers (India) Ltd.,SME,2024-05-15,2024,39.3,18.0,56.2,5,0,2.5144,0.4904,0.8279,multibagger,False,True
INE0S3D01016,Winsol Engineers Ltd.,SME,2024-05-14,2024,682.1,23.0,61.8,5,0,0.6667,-0.5907,1.6547,winner,False,True
INE0SMA01017,Slone Infosystems Ltd.,SME,2024-05-10,2024,667.8,11.0,65.2,5,0,0.8481,1.1082,2.131,winner,False,True
INE0RGM01016,Storage Technologies & Automation Ltd.,SME,2024-05-08,2024,,30.0,58.4,5,0,-0.5718,-0.4497,0.2532,loser,True,False
INE0QSB01016,Amkay Products Ltd.,SME,2024-05-08,2024,748.0,13.0,62.1,5,0,0.0336,-0.6691,-0.1636,flat,False,False
INE01A001028,Stanley Lifestyles Ltd.,MB,2024-06-28,2024,97.2,537.0,47.6,5,0,-0.6157,-0.331,-0.052,loser,True,False
INE841L01016,DEE Development Engineers Ltd.,MB,2024-06-26,2024,103.0,418.0,59.3,5,0,2.3062,-0.1365,0.5426,multibagger,False,True
INE916Y01027,Akme Fintrade (India) Ltd.,MB,2024-06-26,2024,54.5,132.0,53.0,5,0,-0.1175,-0.5087,-0.3758,flat,True,False
INE0HV901016,Le Travenues Technology Ltd.,MB,2024-06-18,2024,98.1,740.0,64.4,5,0,0.6726,0.0353,0.9397,winner,False,True
INE0PE401018,Medicamen Organics Ltd.,SME,2024-06-28,2024,993.6,11.0,64.1,5,0,-0.3824,-0.7564,0.325,loser,True,False
INE0RUJ01013,GEM Enviro Management Ltd.,SME,2024-06-26,2024,265.1,45.0,78.9,5,0,-0.496,-0.6043,-0.0703,loser,True,False
INE0R7D01018,3C IT Solutions & Telecoms (India) Ltd.,SME,2024-06-12,2024,,11.0,70.8,5,0,-0.65,-0.4734,-0.4844,loser,True,False
INE0RUV01018,Aimtron Electronics Ltd.,SME,2024-06-06,2024,99.2,87.0,53.8,5,0,6.8938,1.2559,2.696,multibagger,False,True
INE08NE01025,Sanstar Ltd.,MB,2024-07-26,2024,83.0,510.0,49.5,5,0,0.2417,-0.2139,-0.0477,winner,False,True
INE168P01015,Emcure Pharmaceuticals Ltd.,MB,2024-07-10,2024,67.9,1952.0,67.3,5,0,0.7429,-0.0984,0.2728,winner,False,True
INE0B9K01025,Bansal Wire Industries Ltd.,MB,2024-07-10,2024,62.8,745.0,55.4,5,0,0.1936,0.0759,0.5305,flat,False,False
INE0S2V01010,Vraj Iron & Steel Ltd.,MB,2024-07-03,2024,126.4,171.0,44.9,5,0,-0.4005,-0.3439,-0.1452,loser,True,False
INE552Z01027,Allied Blenders & Distillers Ltd.,MB,2024-07-02,2024,24.9,1500.0,49.5,5,0,1.0665,0.2797,0.5101,multibagger,False,True
INE0U1T01012,Chetana Education Ltd.,SME,2024-07-31,2024,196.9,46.0,66.0,5,0,-0.4747,-0.2297,-0.0682,loser,True,False
INE0R3101011,Manglam Infra & Engineering Ltd.,SME,2024-07-31,2024,394.4,28.0,65.2,5,0,-0.7518,-0.8042,-0.6241,loser,True,False
INE0RPM01017,Sati Poly Plast Ltd.,SME,2024-07-22,2024,499.1,17.0,53.7,5,0,-0.7219,-0.6755,-0.3077,loser,True,False
INE0V9N01017,Prizor Viztech Ltd.,SME,2024-07-22,2024,219.5,25.0,67.2,5,0,7.9609,0.3592,1.7563,multibagger,False,True
INE0U9101019,Effwa Infra & Research Ltd.,SME,2024-07-12,2024,313.7,51.0,54.2,5,0,2.9372,0.3737,1.7927,multibagger,False,True
INE0R8C01018,Ganesh Green Bharat Ltd.,SME,2024-07-12,2024,229.9,125.0,55.6,5,0,0.6871,0.39,1.8258,winner,False,True
INE0M3I01029,Dhansa Labs Ltd.,SME,2024-07-11,2024,172.67,45.0,69.3,5,0,-0.6471,-0.6096,-0.4426,loser,True,False
INE0SUN01013,Nephro Care India Ltd.,SME,2024-07-05,2024,715.8,41.0,64.5,5,0,-0.1789,-0.387,0.3161,flat,True,False
INE998U01015,Petro Carbon & Chemicals Ltd.,SME,2024-07-02,2024,92.0,113.0,72.2,5,0,0.7249,-0.4777,0.0637,winner,False,True
INE0SH001010,Mason Infratech Ltd.,SME,2024-07-01,2024,32.9,30.0,63.2,5,0,0.7891,0.8598,1.7688,winner,False,True
INE0BHK01012,Visaman Global Sales Ltd.,SME,2024-07-01,2024,42.2,16.0,61.8,5,0,1.6337,-0.1055,0.0488,multibagger,False,True
INE0PPK01015,Orient Technologies Ltd.,MB,2024-08-28,2024,154.8,215.0,46.7,5,0,0.4046,0.0242,0.4711,winner,False,True
INE00M901018,Interarch Building Products Ltd.,MB,2024-08-26,2024,93.8,600.0,80.6,5,0,0.9592,0.76,1.3223,winner,False,True
INE00U401027,Unicommerce eSolutions Ltd.,MB,2024-08-13,2024,168.3,277.0,62.7,5,0,-0.2,-0.4028,0.2005,flat,True,False
INE0AG901020,Ceigall India Ltd.,MB,2024-08-08,2024,14.0,1253.0,68.1,5,0,-0.106,-0.3436,-0.3571,flat,False,False
INE09XN01023,Akums Drugs & Pharmaceuticals Ltd.,MB,2024-08-06,2024,63.4,1857.0,67.6,5,0,-0.1844,-0.4126,-0.2827,flat,True,False
INE0QA901010,Rapid Multimodal Logistics Ltd.,SME,2024-08-30,2024,350.5,8.0,62.4,5,0,0.5774,-0.362,-0.2202,winner,False,True
INE0KZF01015,QVC Exports Ltd.,SME,2024-08-28,2024,535.0,24.0,58.2,5,0,-0.7331,-0.7877,-0.6616,loser,True,False
INE0T9I01011,Ideal Technoplast Industries Ltd.,SME,2024-08-28,2024,116.8,16.0,56.0,5,0,0.5702,0.6028,0.812,winner,False,True
INE0R4Z01018,Brace Port Logistics Ltd.,SME,2024-08-26,2024,657.8,24.0,55.3,5,0,-0.3256,-0.5153,-0.0569,loser,True,False
INE0U0201016,Solve Plastic Products Ltd.,SME,2024-08-21,2024,34.2,12.0,61.7,5,0,-0.8049,-0.7419,-0.6813,loser,True,False
INE0S3H01017,Positron Energy Ltd.,SME,2024-08-20,2024,414.9,51.0,53.8,5,0,-0.224,-0.4039,0.2176,loser,True,False
INE0OXY01013,Afcom Holdings Ltd.,SME,2024-08-09,2024,303.0,74.0,58.1,5,0,7.319,3.1522,7.2829,multibagger,False,True
INE0RFP01011,Sathlokhar Synergys E&C Global Ltd.,SME,2024-08-06,2024,211.1,93.0,54.0,5,0,1.4489,0.698,2.0386,multibagger,False,True
INE0SZ301012,Bulkcorp International Ltd.,SME,2024-08-06,2024,,21.0,64.4,5,0,-0.6095,-0.4455,-0.2476,loser,True,False
INE0SYV01018,Trom Industries Ltd.,SME,2024-08-01,2024,459.0,31.0,55.0,5,0,-0.5043,-0.5454,-0.1287,loser,True,False
INE939X01013,Manba Finance Ltd.,MB,2024-09-30,2024,224.1,151.0,53.2,5,0,-0.0127,-0.0773,0.1118,flat,False,False
INE0QRL01017,Arkade Developers Ltd.,MB,2024-09-24,2024,106.83,410.0,53.0,5,0,-0.1201,0.0945,0.3741,flat,True,False
INE850M01015,Northern Arc Capital Ltd.,MB,2024-09-24,2024,117.2,777.0,61.4,5,0,0.1287,-0.1144,0.0471,flat,False,False
INE0CJF01024,Western Carriers (India) Ltd.,MB,2024-09-24,2024,31.7,493.0,48.7,5,0,-0.4414,-0.094,-0.1917,loser,True,False
INE953R01016,P N Gadgil Jewellers Ltd.,MB,2024-09-17,2024,59.4,1100.0,59.7,5,0,0.1924,-0.1954,0.3241,flat,False,False
INE377Y01014,Bajaj Housing Finance Ltd.,MB,2024-09-16,2024,67.4,6560.0,63.0,5,0,0.202,-0.2918,0.656,winner,False,True
INE0O6601022,Kross Ltd.,MB,2024-09-16,2024,17.7,500.0,46.5,5,0,-0.2579,-0.1119,-0.0448,loser,True,False
INE01FR01028,Baazar Style Retail Ltd.,MB,2024-09-06,2024,40.6,835.0,62.9,5,0,-0.1316,-0.1293,-0.1093,flat,True,False
INE06HJ01020,ECOS (India) Mobility & Hospitality Ltd.,MB,2024-09-04,2024,64.2,601.0,66.3,5,0,-0.6242,-0.3642,-0.1808,loser,True,False
INE0BS701011,Premier Energies Ltd.,MB,2024-09-03,2024,75.0,2830.0,80.0,5,0,1.4002,0.2428,1.2779,multibagger,False,True
INE0OO201011,WOL 3D India Ltd.,SME,2024-09-30,2024,373.9,26.0,61.3,5,0,0.0483,-0.2764,-0.1467,flat,False,False
INE0RMF01018,Osel Devices Ltd.,SME,2024-09-24,2024,194.2,71.0,57.9,5,0,2.0266,2.0256,2.8881,multibagger,False,True
INE0SUH01015,Envirotech Systems Ltd.,SME,2024-09-24,2024,91.7,30.0,63.6,5,0,0.4455,0.4481,1.8205,winner,False,True
INE01YQ01013,Aditya Ultra Steel Ltd.,SME,2024-09-16,2024,10.27,46.0,59.5,5,0,-0.6444,-0.416,-0.3806,loser,True,False
INE0UL701015,Shubhshree Biofuels Energy Ltd.,SME,2024-09-16,2024,132.9,17.0,59.5,5,0,1.5966,1.2632,2.7647,multibagger,False,True
INE0RVQ01016,My Mudra Fincorp Ltd.,SME,2024-09-12,2024,102.5,33.0,55.0,5,0,-0.3018,-0.1122,-0.0155,loser,True,False
INE0UYT01018,Mach Conferences & Events Ltd.,SME,2024-09-11,2024,196.7,125.0,56.8,5,0,-0.3896,-0.5855,-0.4509,loser,True,False
INE0S2W01018,Paramatrix Technologies Ltd.,SME,2024-09-04,2024,9.2,34.0,59.2,5,0,-0.4364,-0.2448,-0.1909,loser,True,False
INE0U2M01015,Vdeal System Ltd.,SME,2024-09-03,2024,71.4,18.0,66.6,5,0,0.5174,0.3389,1.0982,winner,False,True
INE497S01012,Godavari Biorefineries Ltd.,MB,2024-10-30,2024,1.9,555.0,46.1,5,0,-0.2138,-0.277,-0.2335,loser,True,False
INE377N01017,Waaree Energies Ltd.,MB,2024-10-28,2024,79.4,4321.0,68.0,5,0,1.0313,0.425,1.3196,multibagger,False,True
INE0V6F01027,Hyundai Motor India Ltd.,MB,2024-10-22,2024,2.4,27859.0,70.8,5,0,-0.0237,0.2306,0.1954,flat,False,False
INE0JVO01026,Garuda Construction & Engineering Ltd.,MB,2024-10-15,2024,7.6,264.0,45.9,5,0,0.7603,0.7722,0.996,winner,False,True
INE0Q3J01015,KRN Heat Exchanger & Refrigeration Ltd.,MB,2024-10-03,2024,213.4,342.0,53.2,5,0,4.5309,0.7448,2.7666,multibagger,False,True
INE0YU901016,Danish Power Ltd.,SME,2024-10-29,2024,126.7,198.0,71.2,5,0,1.4158,0.3195,1.1804,multibagger,False,True
INE0YHV01011,OBSC Perfection Ltd.,SME,2024-10-29,2024,16.6,66.0,57.7,5,0,3.865,1.6105,2.09,multibagger,False,True
INE0SFW01015,Freshara Agro Exports Ltd.,SME,2024-10-24,2024,236.8,75.0,58.4,5,0,0.8625,0.1967,0.456,winner,False,True
INE0VZS01015,Lakshya Powertech Ltd.,SME,2024-10-23,2024,573.4,50.0,54.8,5,0,-0.3781,-0.7492,-0.3808,loser,True,False
INE0S9501014,Khyati Global Ventures Ltd.,SME,2024-10-11,2024,15.2,18.0,56.4,5,0,-0.4183,-0.262,-0.2434,loser,True,False
INE471R01019,NeoPolitan Pizza & Foods Ltd.,SME,2024-10-09,2024,32.7,12.0,59.0,5,0,-0.6115,-0.4177,-0.4035,loser,True,False
INE0RBQ01018,Sahasra Electronic Solutions Ltd.,SME,2024-10-04,2024,122.1,186.0,64.9,5,0,0.0509,-0.4365,0.1145,flat,False,False
INE0SHE01019,Thinking Hats Entertainment Solutions Ltd.,SME,2024-10-03,2024,322.2,15.0,58.6,5,0,-0.7193,-0.2613,-0.0614,loser,True,False
INE995S01015,Niva Bupa Health Insurance Co.Ltd.,MB,2024-11-14,2024,1.9,2200.0,58.1,5,0,0.1138,-0.0666,0.0347,flat,False,False
INE622W01025,ACME Solar Holdings Ltd.,MB,2024-11-13,2024,2.9,2900.0,50.0,5,0,0.2341,-0.1068,-0.1313,winner,False,True
INE0W2G01015,Sagility India Ltd.,MB,2024-11-12,2024,3.2,2106.0,78.2,5,0,0.334,0.6782,0.7217,winner,False,True
INE101I01011,Afcons Infrastructure Ltd.,MB,2024-11-04,2024,2.8,5430.0,85.2,5,0,-0.3097,-0.1285,-0.039,loser,True,False
INE0R0201012,Lamosaic India Ltd.,SME,2024-11-29,2024,1.8,61.0,60.1,5,0,-0.8315,-0.8658,-0.8105,loser,True,False
INE0N1401016,Neelam Linens & Garments (India) Ltd.,SME,2024-11-18,2024,92.0,13.0,60.5,5,0,-0.5083,-0.5673,-0.1479,loser,True,False
INE0U3I01011,Unimech Aerospace & Manufacturing Ltd.,MB,2024-12-31,2024,184.3,500.0,59.2,5,0,0.3736,-0.4453,0.1568,winner,False,True
INE781S01027,Ventive Hospitality Ltd.,MB,2024-12-30,2024,10.3,1600.0,51.6,5,0,-0.0032,-0.047,0.1502,flat,False,False
INE0RB801010,Senores Pharmaceuticals Ltd.,MB,2024-12-30,2024,97.9,582.0,67.6,5,0,1.6463,0.3815,1.1064,multibagger,False,True
INE0V7W01012,Carraro India Ltd.,MB,2024-12-30,2024,1.2,1250.0,63.7,5,0,-0.2578,-0.2647,-0.2478,loser,True,False
INE454P01035,Transrail Lighting Ltd.,MB,2024-12-27,2024,82.0,839.0,80.7,5,0,0.1418,-0.013,0.3846,flat,False,False
INE284H01025,DAM Capital Advisors Ltd.,MB,2024-12-27,2024,81.9,840.0,54.0,5,0,-0.4677,-0.5848,-0.2536,loser,True,False
INE0TO701015,Mamata Machinery Ltd.,MB,2024-12-27,2024,195.0,179.0,55.8,5,0,0.5233,-0.4253,0.7327,winner,False,True
INE0JPD01013,Sanathan Textiles Ltd.,MB,2024-12-27,2024,36.9,550.0,60.0,5,0,0.2394,0.0247,0.353,winner,False,True
INE037Z01029,Concord Enviro Systems Ltd.,MB,2024-12-27,2024,10.7,500.0,53.7,5,0,-0.6389,-0.5498,-0.3584,loser,True,False
INE0Q9301021,International Gemmological Institute (India) Ltd.,MB,2024-12-20,2024,35.5,4225.0,65.5,5,0,-0.1165,-0.4307,-0.2428,flat,True,False
INE115Q01022,Inventurus Knowledge Solutions Ltd.,MB,2024-12-19,2024,52.7,2498.0,74.8,5,0,0.2484,-0.2194,0.2758,winner,False,True
INE01EA01019,Vishal Mega Mart Ltd.,MB,2024-12-18,2024,28.8,8000.0,76.3,5,0,0.5222,0.1227,0.7069,winner,False,True
INE570L01029,Sai Life Sciences Ltd.,MB,2024-12-18,2024,1.1,3043.0,67.6,5,0,1.161,0.0795,0.5966,multibagger,False,True
INE0HLU01028,One Mobikwik Systems Ltd.,MB,2024-12-18,2024,125.7,572.0,54.0,5,0,-0.3023,-0.6213,-0.157,loser,True,False
INE877V01027,Suraksha Diagnostic Ltd.,MB,2024-12-06,2024,1.3,846.0,49.6,5,0,-0.376,-0.3883,-0.3634,loser,True,False
INE0LB101011,NACDAC Infrastructure Ltd.,SME,2024-12-24,2024,2209.8,10.0,66.2,5,0,-0.2,-0.6012,-0.0014,flat,True,False
INE0DQN01013,Nisus Finance Services Co.Ltd.,SME,2024-12-11,2024,192.3,114.0,78.7,5,0,0.1669,0.1143,0.5294,flat,False,False
INE0P8X01016,Agarwal Toughened Glass India Ltd.,SME,2024-12-05,2024,9.9,63.0,65.5,5,0,0.0907,-0.1596,0.1815,flat,False,False
INE0T4V01015,Apex Ecotech Ltd.,SME,2024-12-04,2024,457.1,26.0,68.4,5,0,1.5753,-0.13,0.863,multibagger,False,True
INE0VHU01019,Rajputana Biodiesel Ltd.,SME,2024-12-03,2024,718.81,25.0,69.5,5,0,0.6923,-0.0855,0.9492,winner,False,True
INE0VN801010,Rajesh Power Services Ltd.,SME,2024-12-02,2024,59.0,160.0,60.7,5,0,1.5296,0.767,2.6694,multibagger,False,True
INE0U7V01015,C2C Advanced Systems Ltd.,SME,2024-12-03,2024,125.4,99.0,61.2,5,0,0.5201,0.1625,1.4438,winner,False,True
INE0RYC01010,Stallion India Fluorochemicals Ltd.,MB,2025-01-23,2025,188.3,199.0,51.8,5,0,1.11,0.4872,1.1933,multibagger,False,True
INE0WO601020,Laxmi Dental Ltd.,MB,2025-01-20,2025,0.0,698.0,50.3,5,0,-0.4628,-0.6623,-0.4616,loser,True,False
INE0M4D01010,Standard Glass Lining Technology Ltd.,MB,2025-01-13,2025,185.5,410.0,63.0,5,0,0.1051,-0.2671,-0.0115,flat,False,False
INE0ZHT01012,Technichem Organics Ltd.,SME,2025-01-07,2025,425.1,25.0,54.9,5,0,-0.2971,-0.2292,-0.0455,loser,True,False
INE0WXM01011,CapitalNumbers Infotech Ltd.,SME,2025-01-27,2025,134.6,169.0,66.2,5,0,-0.5722,-0.7353,-0.6348,loser,True,False
INE0ZOL01023,EMA Partners India Ltd.,SME,2025-01-24,2025,221.1,76.0,65.6,5,0,-0.2895,-0.538,-0.3444,loser,True,False
INE12QA01010,Landmark Immigration Consultants Ltd.,SME,2025-01-23,2025,72.8,40.0,77.4,5,0,-0.7522,-0.5066,-0.4028,loser,True,False
INE0CFH01028,Rikhav Securities Ltd.,SME,2025-01-22,2025,307.0,89.0,78.8,5,0,-0.4564,-0.8309,-0.4788,loser,True,False
INE0QX401014,Barflex Polyfilms Ltd.,SME,2025-01-20,2025,151.5,39.0,60.3,5,0,-0.0292,-0.0928,0.0375,flat,False,False
INE0XRN01019,Delta Autocorp Ltd.,SME,2025-01-14,2025,342.1,55.0,68.9,5,0,-0.7246,-0.8434,-0.6604,loser,True,False
