isin,symbol,action_type,raw_subject,ratio_factor,ex_date,source
INE197D01010,JINDALPOLY,bonus,Bonus 1:1,2.0,2010-10-22,nse_corp_actions:equities
INE324A01024,JINDALSAW,split,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,2.0,2024-10-09,nse_corp_actions:equities
INE324A01024,JINDALSAW,split,Fv Split Rs.10/- To Rs.2/,5.0,2009-12-10,nse_corp_actions:equities
INE749A01030,JINDALSTEL,split,Fv Split Rs.5/- To Re.1/-,5.0,2008-01-21,nse_corp_actions:equities
INE742C01031,JINDRILL,split,Fv Split-Rs10/- To Rs5/-,2.0,2008-11-06,nse_corp_actions:equities
INE247D01013,JINDWORLD,bonus,Bonus 4:1,5.0,2025-02-28,nse_corp_actions:equities
INE247D01013,JINDWORLD,split,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share,5.0,2018-10-31,nse_corp_actions:equities
INE247D01013,JINDWORLD,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2017-12-26,nse_corp_actions:equities
INE175A01020,JISLJALEQS,split,Face Value Split From Rs.10/- To Rs.2/-,5.0,2010-10-29,nse_corp_actions:equities
INE576I01014,JKIL,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2015-12-10,nse_corp_actions:equities
INE786A01032,JKLAKSHMI,split,Fv Split Rs.10 To Rs.5,2.0,2009-12-17,nse_corp_actions:equities
INE573A01034,JKTYRE,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2014-12-18,nse_corp_actions:equities
INE412C01015,JMA,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2019-05-14,nse_corp_actions:equities
INE890A01016,JMCPROJECT,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2018-10-04,nse_corp_actions:equities
INE988E01010,JMTAUTOLTD,split,Face Value Split From Rs 2 To Re 1,2.0,2016-09-21,nse_corp_actions:equities
INE988E01010,JMTAUTOLTD,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2015-06-25,nse_corp_actions:equities
INE988E01010,JMTAUTOLTD,bonus,Bonus 5:2,3.5,2014-07-30,nse_corp_actions:equities
INE839G01010,JOCIL,bonus,Bonus 1:1,2.0,2011-09-27,nse_corp_actions:equities
INE455F01025,JPASSOCIAT,bonus,Bonus 1:2,1.5,2009-12-17,nse_corp_actions:equities
INE455F01025,JPASSOCIAT,split,Fv Split Rs.10/- To Rs.2/,5.0,2007-12-17,nse_corp_actions:equities
,JSLL,split,Yahoo Finance (Ratio: 5.0),5.0,2025-06-12,yfinance
406632,JSLL,bonus,BONUS 4:5,1.8,2023-11-02,nse_corp_actions:sme
INE643A01035,JTEKTINDIA,split,Fv Split Rs.2/- To Re.1/-,2.0,2008-09-02,nse_corp_actions:equities
INE643A01035,JTEKTINDIA,bonus,Bonus 1:1,2.0,2006-09-14,nse_corp_actions:equities
INE391J01024,JTLIND,split,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,2.0,2024-11-14,nse_corp_actions:equities
INE391J01024,JTLIND,bonus,Bonus 1:1,2.0,2023-09-07,nse_corp_actions:equities
INE797F01012,JUBLFOOD,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2022-04-19,nse_corp_actions:equities
INE797F01012,JUBLFOOD,bonus,Bonus 1:1,2.0,2018-06-21,nse_corp_actions:equities
INE668F01031,JYOTHYLAB,bonus,Bonus 1:1,2.0,2018-06-28,nse_corp_actions:equities
INE668F01031,JYOTHYLAB,bonus,Annual General Meeting/Dividend Of Rs.2.50 Per Share/ Bonus 1:1,2.0,2012-07-12,nse_corp_actions:equities
INE668F01031,JYOTHYLAB,split,Fv Split Rs.5/- To Re.1/-,5.0,2008-12-12,nse_corp_actions:equities
INE197A01024,JYOTISTRUC,split,Fv Split-Rs.10/-To Rs.2/-,5.0,2006-07-28,nse_corp_actions:equities
INE900B01011,KABRAEXTRU,bonus,Bonus 1:1,2.0,2010-09-06,nse_corp_actions:equities
INE900B01011,KABRAEXTRU,split,Face Value Split From Rs.10/- To Rs.5/-,2.0,2010-05-17,nse_corp_actions:equities
INE217B01028,KAJARIACER,split,Face Value Split From Rs 2 To Re 1,2.0,2016-10-04,nse_corp_actions:equities
INE390H01012,KAMDHENU,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2025-01-08,nse_corp_actions:equities
INE0BTI01029,KAMOPAINTS,split,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share,5.0,2024-06-14,nse_corp_actions:equities
INE0BTI01029,KAMOPAINTS,bonus,Bonus 1:1,2.0,2023-08-01,nse_corp_actions:equities
INE879E01029,KANANIIND,bonus,Bonus 1:1,2.0,2024-01-30,nse_corp_actions:equities
INE879E01029,KANANIIND,bonus,Bonus 1:10,1.1,2013-02-01,nse_corp_actions:equities
INE879E01029,KANANIIND,split,Face Value Split From Rs.5/- To Re.1/-,5.0,2012-11-01,nse_corp_actions:equities
INE694E01014,KANPRPLA,bonus,Bonus 1:2,1.5,2021-09-15,nse_corp_actions:equities
INE531A01016,KANSAINER,bonus,Bonus 1:2,1.5,2023-07-04,nse_corp_actions:equities
INE531A01016,KANSAINER,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2015-03-26,nse_corp_actions:equities
INE531A01016,KANSAINER,bonus,Bonus 1:1,2.0,2010-06-23,nse_corp_actions:equities
INE542Z01010,KAPSTON,bonus,Bonus 1:2,1.5,2026-03-06,nse_corp_actions:equities
INE542Z01010,KAPSTON,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2024-08-09,nse_corp_actions:equities
314853,KAPSTON,bonus,BONUS 1:6,1.166667,2020-01-27,nse_corp_actions:sme
458535,KARNIKA,bonus,BONUS 4:1,5.0,2025-08-29,nse_corp_actions:sme
INE036D01010,KARURVYSYA,bonus,Bonus 1:5,1.2,2025-08-26,nse_corp_actions:equities
INE036D01010,KARURVYSYA,bonus,Bonus 1:10,1.1,2018-08-14,nse_corp_actions:equities
INE036D01010,KARURVYSYA,bonus,Bonus 2:5,1.4,2010-09-16,nse_corp_actions:equities
INE036D01010,KARURVYSYA,bonus,Agm/Div - 120%/Bonus 1:1,2.0,2006-07-19,nse_corp_actions:equities
,KAUSHALYA,split,Yahoo Finance (Ratio: 0.01),0.01,2024-01-12,yfinance
432229,KCK,split,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 2/- PER SHARE,5.0,2024-10-30,nse_corp_actions:sme
INE805C01010,KCP,split,1st Interim Dividend Rs.2.50 Per Share And Face Value Split From Rs.10/- To Re.1/- (Purpose Revised),0.25,2010-09-02,nse_corp_actions:equities
435235,KDL,bonus,BONUS 2:1,3.0,2025-01-17,nse_corp_actions:sme
INE389H01014,KEC,split,Face Value Split From Rs.10/- To Rs.2/-,5.0,2010-12-30,nse_corp_actions:equities
INE878B01027,KEI,split,Fv Split Rs.10/- To Rs.2/,5.0,2006-12-21,nse_corp_actions:equities
INE164B01022,KELLTONTEC,split,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share,5.0,2025-07-25,nse_corp_actions:equities
INE164B01022,KELLTONTEC,bonus,Bonus 1:1,2.0,2018-03-27,nse_corp_actions:equities
INE202H01019,KERNEX,bonus,Bonus 1:10,1.1,2007-10-16,nse_corp_actions:equities
INE299C01024,KGL,split,Fv Split Rs.10/- To Re.1/,10.0,2008-04-04,nse_corp_actions:equities
359681,KHFM,bonus,BONUS 1:30,1.033333,2021-12-16,nse_corp_actions:sme
INE729D01010,KILITCH,bonus,Bonus 1:1,2.0,2026-03-24,nse_corp_actions:equities
INE967H01017,KIMS,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2024-09-13,nse_corp_actions:equities
INE250A01021,KIRLOSOIL,bonus,Bonus 1:1,2.0,2007-10-25,nse_corp_actions:equities
INE602G01020,KITEX,bonus,Bonus 2:1,3.0,2025-01-17,nse_corp_actions:equities
INE602G01020,KITEX,bonus,Bonus 2:5,1.4,2017-06-22,nse_corp_actions:equities
INE401H01017,KKCL,bonus,Bonus 4:1,5.0,2021-12-16,nse_corp_actions:equities
462537,KKVAPOW,bonus,BONUS 1:10,1.1,2025-09-26,nse_corp_actions:sme
352556,KKVAPOW,bonus,BONUS 1:4,1.25,2021-10-14,nse_corp_actions:sme
281365,KKVAPOW,bonus,BONUS 1:4/DIVIDEND- RE 1 PER SHARE,1.25,2018-07-19,nse_corp_actions:sme
INE0CJD01011,KMEW,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2025-12-22,nse_corp_actions:equities
INE157H01023,KMSUGAR,split,Fv Split Rs.10 To Rs.2,5.0,2010-03-26,nse_corp_actions:equities
INE634I01011,KNRCON,bonus,Bonus 1:1,2.0,2021-02-03,nse_corp_actions:equities
,KNRCON,split,Yahoo Finance (Ratio: 5.0),5.0,2016-12-12,yfinance
434084,KODYTECH,bonus,BONUS 1:1,2.0,2024-12-06,nse_corp_actions:sme
INE760A01029,KOKUYOCMLN,split,Fv Split Rs.10/- To Re.1/,10.0,2008-08-22,nse_corp_actions:equities
INE237A01010,KOTAKBANK,split,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share,5.0,2026-01-14,nse_corp_actions:equities
INE237A01010,KOTAKBANK,bonus,Bonus 1: 1,2.0,2015-07-08,nse_corp_actions:equities
INE237A01010,KOTAKBANK,split,Face Value Split From Rs.10/- To Rs.5/-,2.0,2010-09-13,nse_corp_actions:equities
INE823A01017,KOTHARIPRO,bonus,Bonus 1:1,2.0,2025-02-18,nse_corp_actions:equities
INE823A01017,KOTHARIPRO,bonus,Bonus 1:2,1.5,2016-01-05,nse_corp_actions:equities
INE823A01017,KOTHARIPRO,bonus,Bonus 2 : 1,3.0,2014-03-28,nse_corp_actions:equities
INE542W01017,KPIGREEN,bonus,Bonus 1:2,1.5,2025-01-03,nse_corp_actions:equities
INE542W01017,KPIGREEN,split,Face Value Split (Sub-Division) - From Rs10/- Per Share To Rs 5/- Per Share,2.0,2024-07-18,nse_corp_actions:equities
INE542W01017,KPIGREEN,bonus,Bonus 1:2,1.5,2024-02-15,nse_corp_actions:equities
INE542W01017,KPIGREEN,bonus,Bonus 1:1,2.0,2023-01-18,nse_corp_actions:equities
INE220B01022,KPIL,split,Face Value Split From Rs.10/- To Rs.2/-,5.0,2010-09-08,nse_corp_actions:equities
INE930H01015,KPRMILL,split,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share,5.0,2021-09-24,nse_corp_actions:equities
,KPRMILL,split,Yahoo Finance (Ratio: 2.0),2.0,2016-11-29,yfinance
INE506W01012,KRISHANA,bonus,Bonus 1:1,2.0,2023-10-25,nse_corp_actions:equities
INE00Z501011,KRITIKA,bonus,Bonus 2:1,3.0,2023-12-19,nse_corp_actions:equities
INE00Z501011,KRITIKA,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2022-08-30,nse_corp_actions:equities
INE999A01015,KSB,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2024-07-25,nse_corp_actions:equities
INE999A01015,KSB,bonus,Bonus 1:1,2.0,2011-04-18,nse_corp_actions:equities
INE455I01011,KSCL,split,Face Value Split From Rs 10/- To Rs 2/-,5.0,2014-01-27,nse_corp_actions:equities
INE216D01018,KSERASERA,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2015-03-30,nse_corp_actions:equities
IN0000000000,KSHITIJPOL,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2022-10-27,nse_corp_actions:equities
346735,KSHITIJPOL,bonus,BONUS 1:6,1.166667,2021-08-13,nse_corp_actions:sme
INE727D01022,KSOILS,split,Fv Split Rs.10/- To Re.1/,10.0,2007-07-18,nse_corp_actions:equities
INE0D6I01015,KSOLVES,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2025-02-06,nse_corp_actions:equities
347116,KSOLVES,bonus,BONUS 1:1,2.0,2021-09-06,nse_corp_actions:sme
341033,KSOLVES,bonus,BONUS 3:1/DIVIDEND - RS 30 PER SHARE,4.0,2021-06-04,nse_corp_actions:sme
INE096L01017,KTIL,bonus+split,Bonus 1:25/ Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.08,2016-08-11,nse_corp_actions:equities
INE614B01018,KTKBANK,bonus,Bonus 1:10,1.1,2020-03-17,nse_corp_actions:equities
INE529I01013,KUANTUM,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2020-07-14,nse_corp_actions:equities
INE775B01025,KWALITY,bonus,Bonus 5:7,1.714286,2010-06-15,nse_corp_actions:equities
INE694C01018,LAKSHVILAS,bonus,Bonus 1:2/Rights 1:1,1.5,2006-11-17,nse_corp_actions:equities
INE740X01015,LAL,bonus,Bonus 6:11,1.545455,2024-03-28,nse_corp_actions:equities
INE740X01015,LAL,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2024-03-28,nse_corp_actions:equities
INE600L01024,LALPATHLAB,bonus,Bonus 1:1,2.0,2025-12-19,nse_corp_actions:equities
INE112F01014,LAMBODHARA,split,Face Value Split From Rs 10 To Rs 5,2.0,2015-10-15,nse_corp_actions:equities
INE359U01010,LANCER,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2022-12-16,nse_corp_actions:equities
INE688J01023,LANDSMILL,bonus,Bonus 1:2,1.5,2022-09-28,nse_corp_actions:equities
INE688J01023,LANDSMILL,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2022-09-28,nse_corp_actions:equities
INE688J01023,LANDSMILL,bonus,Bonus 2:1,3.0,2018-01-23,nse_corp_actions:equities
INE059D01012,LAOPALA,bonus,Bonus 1:1,2.0,2018-03-22,nse_corp_actions:equities
386598,LATTEYS,split,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 2/- PER SHARE,5.0,2023-02-10,nse_corp_actions:sme
382362,LATTEYS,bonus,BONUS 3:2,2.5,2022-10-12,nse_corp_actions:sme
INE947Q01010,LAURUSLABS,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2020-09-29,nse_corp_actions:equities
INE0G1L01017,LEMERITE,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2026-05-29,nse_corp_actions:equities
INE337A01034,LGBBROSLTD,bonus,Bonus 1:1,2.0,2018-06-14,nse_corp_actions:equities
INE337A01034,LGBBROSLTD,bonus,Annual General Meeting / Final Dividend - Rs 7/- Per Share / Bonus 1 : 1,2.0,2014-07-04,nse_corp_actions:equities
INE258Y01016,LGHL,bonus,Bonus 7:5,2.4,2025-10-10,nse_corp_actions:equities
INE908V01012,LIBAS,bonus,Bonus 1:5,1.2,2021-09-21,nse_corp_actions:equities
INE908V01012,LIBAS,bonus,Bonus 1:5,1.2,2021-04-06,nse_corp_actions:equities
289819,LIBAS,bonus,BONUS 1:2,1.5,2018-09-21,nse_corp_actions:sme
INE115A01018,LICHSGFIN,split,Face Value Split From Rs.10/- To Rs.2/-,5.0,2010-12-30,nse_corp_actions:equities
INE0J1Y01017,LICI,bonus,Bonus 1:1,2.0,2026-05-29,nse_corp_actions:equities
INE060901019,LIKHITHA,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2022-12-02,nse_corp_actions:equities
INE802B01019,LINC,bonus,Bonus 1:1,2.0,2024-12-20,nse_corp_actions:equities
INE802B01019,LINC,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2024-12-20,nse_corp_actions:equities
INE785C01048,LITL,split,Fv Split Rs.10 To Re.1,10.0,2010-01-04,nse_corp_actions:equities
INE670K01029,LODHA,bonus,Bonus 1:1,2.0,2023-05-31,nse_corp_actions:equities
INE018A01030,LT,bonus,Bonus 1:2,1.5,2017-07-13,nse_corp_actions:equities
INE018A01030,LT,bonus,Bonus 1:2,1.5,2013-07-11,nse_corp_actions:equities
INE018A01030,LT,bonus,Bonus 1:1,2.0,2008-10-01,nse_corp_actions:equities
INE018A01030,LT,bonus,Bonus 1:1,2.0,2006-09-28,nse_corp_actions:equities
,LTFOODS,split,Yahoo Finance (Ratio: 10.0),10.0,2017-02-07,yfinance
INE872H01019,LUMAXTECH,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2018-06-07,nse_corp_actions:equities
INE326A01029,LUPIN,split,Face Value Split From Rs.10/- To Rs.2/-,5.0,2010-08-27,nse_corp_actions:equities
INE326A01029,LUPIN,bonus,Bonus 1:1,2.0,2006-08-11,nse_corp_actions:equities
INE150G01012,LUXIND,split,Face Value Split From Rs 10 To Rs 2,5.0,2016-06-06,nse_corp_actions:equities
INE142K01011,LYPSAGEMS,bonus,Bonus 2:5,1.4,2017-07-12,nse_corp_actions:equities
INE142K01011,LYPSAGEMS,bonus,Bonus 1:2,1.5,2014-09-29,nse_corp_actions:equities
INE101A01026,M&M,bonus,Bonus 1:1,2.0,2017-12-21,nse_corp_actions:equities
INE101A01026,M&M,split,Fv Split Rs.10 To Rs.5,2.0,2010-03-29,nse_corp_actions:equities
INE774D01016,M&MFIN,split,Face Value Split Rs 10 To Rs 2,5.0,2013-02-15,nse_corp_actions:equities
INE215I01019,MAANALU,bonus,Bonus 1:1,2.0,2023-07-27,nse_corp_actions:equities
INE215I01019,MAANALU,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2023-07-27,nse_corp_actions:equities
INE215I01019,MAANALU,bonus,Bonus 1: 1,2.0,2021-08-02,nse_corp_actions:equities
INE215I01019,MAANALU,bonus,Bonus 1:1,2.0,2017-07-10,nse_corp_actions:equities
322551,MACPOWER,bonus,BONUS 2:100,1.02,2020-06-30,nse_corp_actions:sme
INE378D01032,MADHUCON,split,Fv Split Rs.2/- To Re.1/,2.0,2009-11-05,nse_corp_actions:equities
INE347W01011,MAGADSUGAR,bonus,Bonus 4:10,1.4,2019-06-27,nse_corp_actions:equities
INE263W01010,MAHESHWARI,bonus,Bonus 1:1,2.0,2020-10-13,nse_corp_actions:equities
INE813A01018,MAHLIFE,bonus,Bonus 2:1,3.0,2021-09-14,nse_corp_actions:equities
INE271B01025,MAHSEAMLES,bonus,Bonus 1:1,2.0,2022-11-25,nse_corp_actions:equities
INE271B01025,MAHSEAMLES,split,Fv Split Rs.10/- To Rs.5/,2.0,2006-04-18,nse_corp_actions:equities
INE683C01011,MAITHANALL,bonus,Bonus 1:1,2.0,2015-07-15,nse_corp_actions:equities
INE223B01026,MALCO,split,Fv Split Rs.10/- To Rs.2/,5.0,2008-07-17,nse_corp_actions:equities
INE993A01026,MANINDS,split,Fv Split Rs.10/- To Rs.5/,2.0,2007-10-09,nse_corp_actions:equities
INE949H01015,MANINFRA,bonus,Bonus 1:2,1.5,2021-11-17,nse_corp_actions:equities
INE949H01015,MANINFRA,split,Annual General Meeting / Dividend - Rs 1.35/- Per Share / Face Value Split - From Rs 10/- Per Share To Rs 2/- Per Share,0.135,2014-08-28,nse_corp_actions:equities
INE00VM01010,MANORAMA,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2024-03-07,nse_corp_actions:equities
INE122R01018,MANPASAND,bonus,Bonus 1:1,2.0,2017-09-27,nse_corp_actions:equities
INE182D01012,MARATHON,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2018-04-05,nse_corp_actions:equities
INE196A01026,MARICO,bonus,Bonus 1:1,2.0,2015-12-22,nse_corp_actions:equities
INE196A01026,MARICO,split,Fv Split Rs.10/- To Re.1/,10.0,2007-02-21,nse_corp_actions:equities
INE01JE01010,MARINE,split,Face Value Split (Sub-Division) - From Rs 10 Per Share To Rs 2 Per Share,5.0,2021-02-18,nse_corp_actions:equities
INE750C01026,MARKSANS,split,Fv Split Rs.10/- To Re.1/,10.0,2008-03-11,nse_corp_actions:equities
INE348L01012,MASFIN,bonus,Bonus 2:1,3.0,2024-02-22,nse_corp_actions:equities
INE040D01012,MAYURUNIQ,bonus,Bonus 1 : 1,2.0,2014-03-28,nse_corp_actions:equities
INE040D01012,MAYURUNIQ,split,Face Value Split From Rs.10/- To Rs.5/-,2.0,2013-09-25,nse_corp_actions:equities
INE885E01034,MAZDA,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2025-01-28,nse_corp_actions:equities
INE249Z01012,MAZDOCK,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2024-12-27,nse_corp_actions:equities
INE900L01010,MBAPL,bonus,Bonus 1:1,2.0,2023-10-20,nse_corp_actions:equities
INE900L01010,MBAPL,bonus,Bonus 1:1,2.0,2022-10-18,nse_corp_actions:equities
INE912H01013,MBLINFRA,bonus,Bonus 1:1,2.0,2015-07-28,nse_corp_actions:equities
311705,MCL,bonus,BONUS 1:1,2.0,2019-10-22,nse_corp_actions:sme
297051,MCL,split,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 5/- PER SHARE,2.0,2019-05-02,nse_corp_actions:sme
283647,MCL,bonus,BONUS 2:1,3.0,2018-09-05,nse_corp_actions:sme
INE745G01035,MCX,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2026-01-02,nse_corp_actions:equities
INE630Y01016,MEDICO,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2023-03-16,nse_corp_actions:equities
INE071D01025,MENONBE,bonus,Bonus 1:5,1.2,2016-08-30,nse_corp_actions:equities
INE071D01025,MENONBE,split,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share,5.0,2015-04-09,nse_corp_actions:equities
INE592I01029,METKORE,split,Face Value Split From Rs.10/- To Rs.2/-,5.0,2011-11-03,nse_corp_actions:equities
INE112L01020,METROPOLIS,bonus,Bonus 3:1,4.0,2026-03-20,nse_corp_actions:equities
INE180A01020,MFSL,split,Fv Split Rs.10/- To Rs.2/,5.0,2007-03-12,nse_corp_actions:equities
INE0APB01016,MGEL,split,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,2.0,2025-03-04,nse_corp_actions:equities
INE0APB01016,MGEL,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2022-08-18,nse_corp_actions:equities
326242,MGEL,bonus,BONUS 1:2,1.5,2020-08-31,nse_corp_actions:sme
INE998I01010,MHRIL,bonus,Bonus 1:2,1.5,2021-09-08,nse_corp_actions:equities
INE998I01010,MHRIL,bonus,Bonus 1:2,1.5,2017-07-10,nse_corp_actions:equities
INE287C01029,MIC,split,Fv Split Rs.10/- To Rs.2/,5.0,2008-06-27,nse_corp_actions:equities
,MICEL,split,Yahoo Finance (Ratio: 0.25),0.25,2021-06-24,yfinance
INE287C01037,MICEL,split,Face Value Split Rs.10 to Rs.2 i.e 5:1 (verified ex 2008-06-27),5.0,2008-06-27,verification_2026-05-31
INE358B01012,MICROTECH,bonus,Bonus 1:1,2.0,2012-07-17,nse_corp_actions:equities
311459,MILTON,bonus,BONUS 1:10,1.1,2019-10-14,nse_corp_actions:sme
INE842C01013,MINDACORP,bonus+split,Bonus 1:1 / Face Value Split From Rs 10/- Per Share To Rs 2/- Per Share,10.0,2015-01-05,nse_corp_actions:equities
INE842C01013,MINDACORP,bonus,Bonus 1:1,2.0,2012-03-27,nse_corp_actions:equities
INE110B01017,MINDTECK,bonus,Bonus 1:4,1.25,2024-09-20,nse_corp_actions:equities
INE018I01017,MINDTREE,bonus,Bonus 1:1,2.0,2016-03-09,nse_corp_actions:equities
INE018I01017,MINDTREE,bonus,Bonus 1 : 1,2.0,2014-06-03,nse_corp_actions:equities
INE771A01026,MIRZAINT,split,Fv Split Rs.10/- To Rs.2/,5.0,2007-04-24,nse_corp_actions:equities
INE997Y01019,MITTAL,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2023-11-01,nse_corp_actions:equities
INE997Y01019,MITTAL,bonus,Bonus 1:10,1.1,2021-08-31,nse_corp_actions:equities
300221,MITTAL,bonus,BONUS 2:3,1.666667,2019-06-20,nse_corp_actions:sme
INE964W01013,MKPL,bonus,Bonus 2:1,3.0,2024-03-15,nse_corp_actions:equities
INE964W01013,MKPL,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2023-11-10,nse_corp_actions:equities
386382,MKPL,bonus,BONUS 2:1,3.0,2023-02-03,nse_corp_actions:sme
INE227C01017,MMFL,bonus,Bonus 1:1,2.0,2024-07-16,nse_corp_actions:equities
INE227C01017,MMFL,bonus,Bonus 1:1,2.0,2018-07-18,nse_corp_actions:equities
313897,MMP,bonus,BONUS 1:2,1.5,2019-12-30,nse_corp_actions:sme
INE123F01011,MMTC,bonus,Bonus 1:2,1.5,2018-05-03,nse_corp_actions:equities
INE123F01011,MMTC,bonus+split,Bonus 1:1 And Face Value Split From Rs.10 To Re.1,20.0,2010-07-29,nse_corp_actions:equities
INE313D01013,MOHOTAIND,bonus,Bonus 1:6,1.166667,2015-03-16,nse_corp_actions:equities
INE313D01013,MOHOTAIND,bonus,Bonus 2 : 1,3.0,2014-02-06,nse_corp_actions:equities
INE490G01020,MOIL,bonus,Bonus 1:1,2.0,2017-09-27,nse_corp_actions:equities
INE514Y01012,MOKSH,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2021-07-14,nse_corp_actions:equities
INE893J01011,MOLDTKPAC,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2016-02-17,nse_corp_actions:equities
INE903D01011,MONARCH,bonus,Bonus 1:1,2.0,2024-09-13,nse_corp_actions:equities
INE296Q01012,MONEYBOXX,bonus,Bonus 1:1,2.0,2025-12-15,nse_corp_actions:equities
INE274B01011,MONSANTO,bonus,Bonus 1:1,2.0,2011-10-05,nse_corp_actions:equities
462531,MOS,bonus,BONUS 1:1,2.0,2025-10-14,nse_corp_actions:sme
,MOS,split,Yahoo Finance (Ratio: 2.0),2.0,2025-09-26,yfinance
456621,MOS,split,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 2/- PER SHARE,5.0,2025-08-08,nse_corp_actions:sme
INE739A01015,MOSERBAER,bonus,Bonus 1:2,1.5,2007-07-17,nse_corp_actions:equities
INE775A01035,MOTHERSON,bonus,Bonus 1:2,1.5,2025-07-18,nse_corp_actions:equities
INE775A01035,MOTHERSON,bonus,Bonus 1:2,1.5,2022-10-03,nse_corp_actions:equities
INE775A01035,MOTHERSON,bonus,Bonus 1:2,1.5,2018-10-30,nse_corp_actions:equities
INE775A01035,MOTHERSON,bonus,Bonus 1:2,1.5,2017-07-05,nse_corp_actions:equities
INE775A01035,MOTHERSON,bonus,Bonus 1:2,1.5,2013-12-20,nse_corp_actions:equities
